'SerialNr.: 30391000792540156';;;;;;;;;;;;;;;;
Date;Time;Inverter No.;Device Type;Periode [s];Energy positiv [Ws];Reactive Energy L[Vars];Reactive Energy C[Vars];Uac L1 [V];Uac L2 [V];Uac L3 [V];Iac L1 [A];Iac L2 [A];Iac L3 [A];Udc MPPT1[V];Idc [A];Description
17.09.2020;00:39:01;1;122;1,80E+03;1,64E+06;2,08E+04;1,42E+04;2,33E+02;2,30E+02;2,32E+02;1,31E+00;1,31E+00;1,29E+00;5,93E+02;1,59E+00;
17.09.2020;01:09:01;1;122;1,80E+03;3,95E+06;2,79E+04;4,95E+03;2,35E+02;2,32E+02;2,33E+02;3,14E+00;3,13E+00;3,10E+00;5,92E+02;3,78E+00;
17.09.2020;01:39:01;1;122;1,80E+03;4,64E+06;3,18E+04;1,64E+03;2,33E+02;2,30E+02;2,31E+02;3,71E+00;3,71E+00;3,68E+00;5,69E+02;4,61E+00;
17.09.2020;02:09:01;1;122;1,80E+03;5,09E+06;3,35E+04;5,75E+02;2,32E+02;2,30E+02;2,31E+02;4,09E+00;4,08E+00;4,05E+00;5,59E+02;5,15E+00;
16.09.2020;23:39:01;1;122;1,80E+03;5,32E+06;3,46E+04;1,79E+03;2,33E+02;2,31E+02;2,32E+02;4,25E+00;4,24E+00;4,20E+00;5,53E+02;5,43E+00;
17.09.2020;00:09:01;1;122;1,80E+03;4,89E+06;3,02E+04;2,79E+03;2,33E+02;2,31E+02;2,32E+02;3,91E+00;3,89E+00;3,87E+00;5,49E+02;5,03E+00;
22.09.2020;12:27:10;1;122;;;;;;;;;;;;;Display Information
22.09.2020;12:27:10;1;122;;;;;;;;;;;;;V0.3.23 Build 0
22.09.2020;12:27:10;1;122;;;;;;;;;;;;;16.09.2020 21:07:52 Info 017, Counter 0085
22.09.2020;12:27:10;1;122;;;;;;;;;;;;;Logging Start
22.09.2020;12:30:00;1;122;1,74E+02;5,36E+05;3,50E+03;4,80E+01;2,34E+02;2,31E+02;2,33E+02;4,41E+00;4,41E+00;4,37E+00;5,57E+02;5,61E+00;
22.09.2020;12:35:00;1;122;3,00E+02;9,54E+05;6,08E+03;0,00E+00;2,34E+02;2,31E+02;2,33E+02;4,55E+00;4,55E+00;4,53E+00;5,55E+02;5,82E+00;
22.09.2020;12:40:00;1;122;3,00E+02;9,28E+05;5,90E+03;1,51E+02;2,34E+02;2,32E+02;2,33E+02;4,43E+00;4,43E+00;4,38E+00;5,55E+02;5,67E+00;
22.09.2020;12:45:00;1;122;3,00E+02;9,49E+05;6,20E+03;1,94E+02;2,35E+02;2,33E+02;2,34E+02;4,52E+00;4,51E+00;4,46E+00;5,53E+02;5,81E+00;
22.09.2020;12:50:00;1;122;3,00E+02;9,54E+05;6,99E+03;0,00E+00;2,34E+02;2,32E+02;2,33E+02;4,55E+00;4,56E+00;4,53E+00;5,53E+02;5,85E+00;
22.09.2020;12:55:00;1;122;3,00E+02;9,67E+05;6,28E+03;3,10E+01;2,33E+02;2,31E+02;2,32E+02;4,64E+00;4,63E+00;4,59E+00;5,51E+02;5,95E+00;
22.09.2020;13:00:00;1;122;3,00E+02;9,84E+05;4,27E+03;3,03E+03;2,31E+02;2,29E+02;2,29E+02;4,78E+00;4,78E+00;4,68E+00;5,51E+02;6,05E+00;
22.09.2020;13:05:00;1;122;3,00E+02;9,74E+05;5,55E+03;2,86E+02;2,31E+02;2,29E+02;2,29E+02;4,71E+00;4,70E+00;4,67E+00;5,52E+02;5,98E+00;
22.09.2020;13:10:00;1;122;3,00E+02;9,55E+05;5,47E+03;4,20E+01;2,32E+02;2,30E+02;2,30E+02;4,61E+00;4,60E+00;4,57E+00;5,54E+02;5,84E+00;
22.09.2020;13:15:00;1;122;3,00E+02;9,56E+05;5,35E+03;1,86E+02;2,31E+02;2,29E+02;2,29E+02;4,62E+00;4,62E+00;4,58E+00;5,52E+02;5,86E+00;
22.09.2020;13:20:00;1;122;3,00E+02;9,03E+05;5,22E+03;3,29E+02;2,31E+02;2,29E+02;2,29E+02;4,38E+00;4,37E+00;4,33E+00;5,56E+02;5,50E+00;
22.09.2020;13:25:00;1;122;3,00E+02;9,49E+05;5,41E+03;1,23E+02;2,33E+02;2,31E+02;2,31E+02;4,56E+00;4,55E+00;4,51E+00;5,59E+02;5,75E+00;
22.09.2020;13:30:00;1;122;3,00E+02;9,35E+05;5,91E+03;5,16E+02;2,33E+02;2,31E+02;2,31E+02;4,49E+00;4,50E+00;4,44E+00;5,60E+02;5,66E+00;
22.09.2020;13:35:00;1;122;3,00E+02;8,59E+05;4,91E+03;6,16E+02;2,30E+02;2,28E+02;2,28E+02;4,18E+00;4,16E+00;4,13E+00;5,58E+02;5,21E+00;
22.09.2020;13:40:00;1;122;3,00E+02;8,61E+05;5,84E+03;5,33E+02;2,31E+02;2,30E+02;2,29E+02;4,16E+00;4,16E+00;4,12E+00;5,63E+02;5,18E+00;
22.09.2020;13:45:00;1;122;3,00E+02;8,44E+05;5,31E+03;1,31E+02;2,31E+02;2,29E+02;2,30E+02;4,07E+00;4,07E+00;4,05E+00;5,67E+02;5,04E+00;
22.09.2020;13:50:00;1;122;3,00E+02;8,48E+05;4,85E+03;5,69E+02;2,32E+02;2,30E+02;2,30E+02;4,10E+00;4,08E+00;4,05E+00;5,71E+02;5,02E+00;
22.09.2020;13:55:00;1;122;3,00E+02;6,95E+05;6,00E+03;2,88E+02;2,31E+02;2,30E+02;2,30E+02;3,34E+00;3,35E+00;3,32E+00;5,68E+02;4,15E+00;
22.09.2020;14:00:00;1;122;3,00E+02;1,03E+06;6,38E+03;4,33E+02;2,31E+02;2,29E+02;2,29E+02;4,97E+00;4,99E+00;4,94E+00;5,69E+02;6,12E+00;
22.09.2020;14:05:00;1;122;3,00E+02;8,62E+05;5,41E+03;7,40E+02;2,33E+02;2,30E+02;2,31E+02;4,14E+00;4,14E+00;4,11E+00;5,66E+02;5,14E+00;
22.09.2020;14:10:00;1;122;3,00E+02;3,83E+05;4,07E+03;1,71E+03;2,34E+02;2,32E+02;2,32E+02;1,83E+00;1,82E+00;1,80E+00;5,65E+02;2,31E+00;
22.09.2020;14:15:00;1;122;3,00E+02;4,62E+05;4,07E+03;1,54E+03;2,34E+02;2,32E+02;2,32E+02;2,21E+00;2,20E+00;2,17E+00;5,73E+02;2,74E+00;
22.09.2020;14:20:00;1;122;3,00E+02;3,98E+05;3,88E+03;2,03E+03;2,33E+02;2,31E+02;2,31E+02;1,90E+00;1,91E+00;1,88E+00;5,72E+02;2,37E+00;
22.09.2020;14:25:00;1;122;3,00E+02;3,74E+05;3,75E+03;1,53E+03;2,31E+02;2,28E+02;2,29E+02;1,82E+00;1,80E+00;1,78E+00;5,72E+02;2,23E+00;
22.09.2020;14:30:00;1;122;3,00E+02;3,88E+05;3,57E+03;1,91E+03;2,30E+02;2,28E+02;2,29E+02;1,89E+00;1,88E+00;1,85E+00;5,74E+02;2,30E+00;
22.09.2020;14:35:00;1;122;3,00E+02;4,33E+05;3,99E+03;1,64E+03;2,32E+02;2,29E+02;2,30E+02;2,09E+00;2,09E+00;2,06E+00;5,77E+02;2,55E+00;
22.09.2020;14:40:00;1;122;3,00E+02;6,62E+05;4,67E+03;9,63E+02;2,32E+02;2,30E+02;2,30E+02;3,19E+00;3,18E+00;3,15E+00;5,84E+02;3,84E+00;
22.09.2020;14:45:00;1;122;3,00E+02;7,55E+05;5,22E+03;3,10E+02;2,33E+02;2,30E+02;2,31E+02;3,63E+00;3,62E+00;3,58E+00;5,87E+02;4,35E+00;
22.09.2020;14:50:00;1;122;3,00E+02;5,06E+05;4,88E+03;9,06E+02;2,32E+02;2,30E+02;2,31E+02;2,43E+00;2,43E+00;2,40E+00;5,79E+02;2,96E+00;
22.09.2020;14:55:00;1;122;3,00E+02;2,73E+05;3,10E+03;2,58E+03;2,32E+02;2,29E+02;2,30E+02;1,31E+00;1,32E+00;1,29E+00;5,69E+02;1,65E+00;
22.09.2020;15:00:00;1;122;3,00E+02;6,36E+05;5,77E+03;5,61E+02;2,31E+02;2,29E+02;2,30E+02;3,06E+00;3,08E+00;3,05E+00;5,93E+02;3,65E+00;
22.09.2020;15:05:00;1;122;3,00E+02;4,06E+05;3,87E+03;1,80E+03;2,32E+02;2,29E+02;2,30E+02;1,96E+00;1,95E+00;1,92E+00;5,82E+02;2,37E+00;
22.09.2020;15:10:00;1;122;3,00E+02;4,39E+05;4,27E+03;1,47E+03;2,32E+02;2,29E+02;2,30E+02;2,11E+00;2,11E+00;2,08E+00;5,86E+02;2,54E+00;
22.09.2020;15:15:00;1;122;3,00E+02;4,46E+05;4,11E+03;1,21E+03;2,32E+02;2,29E+02;2,30E+02;2,15E+00;2,14E+00;2,13E+00;5,92E+02;2,57E+00;
22.09.2020;15:20:00;1;122;3,00E+02;4,62E+05;4,19E+03;1,26E+03;2,33E+02;2,30E+02;2,31E+02;2,23E+00;2,22E+00;2,19E+00;5,91E+02;2,66E+00;
22.09.2020;15:25:00;1;122;3,00E+02;4,21E+05;4,30E+03;1,25E+03;2,32E+02;2,29E+02;2,30E+02;2,03E+00;2,03E+00;2,00E+00;5,95E+02;2,42E+00;
22.09.2020;15:30:00;1;122;3,00E+02;3,34E+05;3,87E+03;1,82E+03;2,33E+02;2,31E+02;2,32E+02;1,60E+00;1,59E+00;1,57E+00;5,91E+02;1,93E+00;
22.09.2020;15:35:00;1;122;3,00E+02;5,19E+05;4,74E+03;8,12E+02;2,35E+02;2,33E+02;2,33E+02;2,47E+00;2,47E+00;2,44E+00;6,06E+02;2,93E+00;
22.09.2020;15:40:00;1;122;3,00E+02;5,05E+05;4,72E+03;8,92E+02;2,35E+02;2,34E+02;2,34E+02;2,40E+00;2,39E+00;2,36E+00;6,05E+02;2,85E+00;
22.09.2020;15:45:00;1;122;3,00E+02;4,99E+05;4,74E+03;1,13E+03;2,35E+02;2,33E+02;2,34E+02;2,37E+00;2,36E+00;2,34E+00;6,06E+02;2,81E+00;
22.09.2020;15:50:00;1;122;3,00E+02;4,82E+05;5,15E+03;6,98E+02;2,33E+02;2,31E+02;2,32E+02;2,30E+00;2,31E+00;2,27E+00;6,02E+02;2,74E+00;
22.09.2020;15:55:00;1;122;3,00E+02;4,03E+05;3,30E+03;2,28E+03;2,32E+02;2,30E+02;2,31E+02;1,94E+00;1,93E+00;1,91E+00;6,01E+02;2,30E+00;
22.09.2020;16:00:00;1;122;3,00E+02;4,56E+05;4,15E+03;1,15E+03;2,33E+02;2,31E+02;2,32E+02;2,19E+00;2,17E+00;2,16E+00;6,03E+02;2,59E+00;
22.09.2020;16:05:00;1;122;3,00E+02;4,43E+05;4,01E+03;1,62E+03;2,32E+02;2,29E+02;2,30E+02;2,14E+00;2,13E+00;2,10E+00;6,01E+02;2,52E+00;
22.09.2020;16:10:00;1;122;3,00E+02;3,61E+05;3,83E+03;1,81E+03;2,32E+02;2,30E+02;2,31E+02;1,75E+00;1,72E+00;1,71E+00;6,00E+02;2,07E+00;
22.09.2020;16:15:00;1;122;3,00E+02;3,20E+05;3,72E+03;1,90E+03;2,30E+02;2,27E+02;2,28E+02;1,56E+00;1,55E+00;1,53E+00;5,97E+02;1,85E+00;
22.09.2020;16:20:00;1;122;3,00E+02;2,40E+05;3,51E+03;2,37E+03;2,30E+02;2,27E+02;2,28E+02;1,17E+00;1,16E+00;1,14E+00;5,86E+02;1,41E+00;
22.09.2020;16:25:00;1;122;3,00E+02;1,35E+05;3,39E+03;2,64E+03;2,31E+02;2,29E+02;2,30E+02;6,50E-01;6,50E-01;6,30E-01;5,70E+02;8,30E-01;
22.09.2020;16:30:00;1;122;3,00E+02;1,29E+05;3,48E+03;2,85E+03;2,33E+02;2,31E+02;2,32E+02;6,20E-01;6,10E-01;6,00E-01;5,69E+02;8,00E-01;
22.09.2020;16:35:00;1;122;3,00E+02;1,26E+05;3,33E+03;2,88E+03;2,33E+02;2,31E+02;2,32E+02;6,00E-01;6,00E-01;5,80E-01;5,67E+02;7,80E-01;
22.09.2020;16:40:00;1;122;3,00E+02;1,31E+05;3,68E+03;2,71E+03;2,33E+02;2,31E+02;2,31E+02;6,30E-01;6,30E-01;6,00E-01;5,65E+02;8,20E-01;
22.09.2020;16:45:00;1;122;3,00E+02;1,26E+05;3,08E+03;2,49E+03;2,32E+02;2,30E+02;2,31E+02;6,00E-01;6,00E-01;6,00E-01;5,66E+02;7,90E-01;
22.09.2020;16:50:00;1;122;3,00E+02;1,45E+05;3,50E+03;2,80E+03;2,34E+02;2,32E+02;2,33E+02;6,90E-01;6,80E-01;6,70E-01;5,70E+02;8,90E-01;
22.09.2020;16:55:00;1;122;3,00E+02;1,45E+05;4,06E+03;2,56E+03;2,34E+02;2,32E+02;2,33E+02;7,00E-01;6,90E-01;6,60E-01;5,69E+02;9,00E-01;
22.09.2020;17:00:00;1;122;3,00E+02;1,26E+05;3,03E+03;3,41E+03;2,34E+02;2,32E+02;2,32E+02;6,10E-01;5,90E-01;5,80E-01;5,65E+02;7,90E-01;
22.09.2020;17:05:00;1;122;3,00E+02;1,14E+05;3,69E+03;2,83E+03;2,35E+02;2,33E+02;2,33E+02;5,40E-01;5,50E-01;5,20E-01;5,62E+02;7,20E-01;
22.09.2020;17:10:00;1;122;3,00E+02;1,02E+05;3,56E+03;2,12E+03;2,31E+02;2,29E+02;2,30E+02;4,90E-01;4,90E-01;4,70E-01;5,59E+02;6,50E-01;
22.09.2020;17:15:00;1;122;3,00E+02;9,30E+04;3,53E+03;2,86E+03;2,31E+02;2,28E+02;2,29E+02;4,40E-01;4,50E-01;4,40E-01;5,58E+02;6,00E-01;
22.09.2020;17:20:00;1;122;3,00E+02;7,98E+04;2,63E+03;3,40E+03;2,31E+02;2,29E+02;2,30E+02;4,00E-01;3,70E-01;3,70E-01;5,57E+02;5,20E-01;
22.09.2020;17:25:00;1;122;3,00E+02;7,22E+04;3,21E+03;3,22E+03;2,32E+02;2,30E+02;2,31E+02;3,50E-01;3,40E-01;3,30E-01;5,57E+02;4,80E-01;
22.09.2020;17:30:00;1;122;3,00E+02;7,49E+04;3,03E+03;3,37E+03;2,33E+02;2,30E+02;2,31E+02;3,60E-01;3,60E-01;3,40E-01;5,58E+02;4,90E-01;
22.09.2020;17:35:00;1;122;3,00E+02;7,51E+04;3,11E+03;3,34E+03;2,33E+02;2,32E+02;2,32E+02;3,60E-01;3,60E-01;3,40E-01;5,59E+02;5,00E-01;
22.09.2020;17:40:00;1;122;3,00E+02;8,27E+04;3,26E+03;3,28E+03;2,35E+02;2,33E+02;2,34E+02;3,90E-01;3,90E-01;3,70E-01;5,63E+02;5,30E-01;
22.09.2020;17:45:00;1;122;3,00E+02;9,07E+04;3,44E+03;2,92E+03;2,34E+02;2,31E+02;2,32E+02;4,40E-01;4,30E-01;4,10E-01;5,63E+02;5,80E-01;
22.09.2020;17:50:00;1;122;3,00E+02;8,30E+04;3,48E+03;2,98E+03;2,34E+02;2,33E+02;2,33E+02;3,90E-01;3,90E-01;3,80E-01;5,60E+02;5,40E-01;
22.09.2020;17:55:00;1;122;3,00E+02;7,24E+04;2,87E+03;3,68E+03;2,35E+02;2,33E+02;2,33E+02;3,50E-01;3,40E-01;3,30E-01;5,56E+02;4,80E-01;
22.09.2020;18:00:00;1;122;3,00E+02;4,99E+04;2,75E+03;3,91E+03;2,35E+02;2,32E+02;2,33E+02;2,30E-01;2,40E-01;2,20E-01;5,45E+02;3,50E-01;
22.09.2020;18:05:00;1;122;3,00E+02;3,92E+04;1,87E+03;5,51E+03;2,35E+02;2,33E+02;2,33E+02;2,00E-01;1,80E-01;1,70E-01;5,39E+02;2,90E-01;
22.09.2020;18:10:00;1;122;3,00E+02;2,47E+04;2,62E+03;4,09E+03;2,35E+02;2,33E+02;2,34E+02;1,20E-01;1,20E-01;1,10E-01;5,31E+02;2,00E-01;
22.09.2020;18:15:00;1;122;3,00E+02;1,49E+04;3,12E+03;3,45E+03;2,34E+02;2,32E+02;2,32E+02;8,00E-02;8,00E-02;7,00E-02;5,21E+02;1,40E-01;
22.09.2020;18:20:00;1;122;3,00E+02;1,25E+04;2,74E+03;3,90E+03;2,34E+02;2,32E+02;2,33E+02;8,00E-02;7,00E-02;6,00E-02;5,21E+02;1,20E-01;
22.09.2020;18:25:00;1;122;3,00E+02;1,08E+04;2,93E+03;3,80E+03;2,35E+02;2,33E+02;2,34E+02;7,00E-02;6,00E-02;6,00E-02;5,16E+02;1,10E-01;
22.09.2020;18:30:00;1;122;3,00E+02;9,83E+03;2,85E+03;3,95E+03;2,36E+02;2,35E+02;2,35E+02;7,00E-02;6,00E-02;6,00E-02;5,14E+02;1,10E-01;
22.09.2020;18:35:00;1;122;3,00E+02;7,41E+02;1,86E+03;2,54E+03;2,28E+02;2,27E+02;2,27E+02;5,00E-02;5,00E-02;5,00E-02;3,45E+02;7,00E-02;
22.09.2020;18:40:00;1;122;3,00E+02;0,00E+00;1,06E+03;1,56E+03;2,24E+02;2,22E+02;2,22E+02;5,00E-02;5,00E-02;5,00E-02;4,09E+02;3,00E-02;
22.09.2020;18:45:00;1;122;3,00E+02;0,00E+00;1,28E+03;1,72E+03;2,15E+02;2,14E+02;2,14E+02;4,00E-02;5,00E-02;5,00E-02;4,13E+02;3,00E-02;
22.09.2020;18:50:00;1;122;3,00E+02;0,00E+00;3,73E+02;5,89E+02;2,06E+02;2,04E+02;2,05E+02;4,00E-02;4,00E-02;4,00E-02;4,13E+02;2,00E-02;
22.09.2020;18:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,88E+02;0,00E+00;
22.09.2020;19:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,62E+02;0,00E+00;
22.09.2020;19:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,12E+02;0,00E+00;
22.09.2020;19:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,38E+02;0,00E+00;
22.09.2020;19:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,60E+02;0,00E+00;
22.09.2020;19:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,30E+02;0,00E+00;
22.09.2020;19:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;9,47E+01;0,00E+00;
22.09.2020;19:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;6,28E+01;0,00E+00;
22.09.2020;19:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;4,42E+01;0,00E+00;
22.09.2020;19:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,39E+01;0,00E+00;
22.09.2020;19:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,22E+01;0,00E+00;
22.09.2020;19:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,00E+01;0,00E+00;
22.09.2020;19:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,61E+01;0,00E+00;
22.09.2020;20:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,29E+01;0,00E+00;
22.09.2020;20:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,00E+01;0,00E+00;
22.09.2020;20:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,10E+01;0,00E+00;
22.09.2020;20:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,97E+01;0,00E+00;
22.09.2020;20:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,99E+01;0,00E+00;
22.09.2020;20:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,98E+01;0,00E+00;
22.09.2020;20:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,80E+01;0,00E+00;
22.09.2020;20:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,91E+01;0,00E+00;
22.09.2020;20:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,81E+01;0,00E+00;
22.09.2020;20:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,92E+01;0,00E+00;
22.09.2020;20:50:00;1;122;2,99E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,94E+01;0,00E+00;
22.09.2020;20:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,83E+01;0,00E+00;
22.09.2020;21:00:00;1;122;2,99E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,97E+01;0,00E+00;
22.09.2020;21:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,79E+01;0,00E+00;
22.09.2020;21:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,89E+01;0,00E+00;
22.09.2020;21:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,92E+01;0,00E+00;
22.09.2020;21:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,80E+01;0,00E+00;
22.09.2020;21:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,98E+01;0,00E+00;
22.09.2020;21:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,86E+01;0,00E+00;
22.09.2020;21:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,97E+01;0,00E+00;
22.09.2020;21:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,97E+01;0,00E+00;
22.09.2020;21:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,84E+01;0,00E+00;
22.09.2020;21:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,93E+01;0,00E+00;
22.09.2020;21:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,83E+01;0,00E+00;
22.09.2020;22:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,95E+01;0,00E+00;
22.09.2020;22:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,98E+01;0,00E+00;
22.09.2020;22:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,86E+01;0,00E+00;
22.09.2020;22:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,93E+01;0,00E+00;
22.09.2020;22:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,80E+01;0,00E+00;
22.09.2020;22:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,88E+01;0,00E+00;
22.09.2020;22:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,87E+01;0,00E+00;
22.09.2020;22:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,74E+01;0,00E+00;
22.09.2020;22:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,87E+01;0,00E+00;
22.09.2020;22:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,75E+01;0,00E+00;
22.09.2020;22:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,88E+01;0,00E+00;
22.09.2020;22:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,94E+01;0,00E+00;
22.09.2020;23:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,87E+01;0,00E+00;
22.09.2020;23:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,99E+01;0,00E+00;
